1	0	679139	1
2	0	35343	1
3	0	781652	1
4	0	557516	1
5	0	588014	1
6	0	574655	1
7	0	769053	1
8	0	213753	1
9	0	723711	1
10	0	968637	1
11	0	814688	1
12	0	916277	1
13	0	104870	1
14	0	87390	1
15	0	762885	1
16	0	274393	1
17	0	743376	1
18	0	182827	1
19	0	402805	1
20	0	367127	1
21	0	336047	1
22	0	771666	1
23	0	581634	1
24	0	8032	1
25	0	48009	1
26	0	144706	1
27	0	584264	1
28	0	602778	1
29	0	767144	1
30	0	593998	1
31	0	328921	1
32	0	355950	1
33	0	457253	1
34	0	9261	1
35	0	133966	1
36	0	206787	1
37	0	761737	1
38	0	660745	1
39	0	708031	1
40	0	855101	1
41	0	556992	1
42	0	865832	1
43	0	656808	1
44	0	537685	1
45	0	655865	1
46	0	5839	1
47	0	826328	1
48	0	551600	1
49	0	998118	1
50	0	309594	1
51	0	606136	1
52	0	118041	1
53	0	354261	1
54	0	647283	1
55	0	952554	1
56	0	20	1
57	0	559451	1
58	0	548809	1
59	0	552271	1
60	0	90383	1
61	0	233368	1
62	0	506304	1
63	0	520995	1
64	0	45728	1
65	0	275616	1
66	0	892073	1
67	0	150740	1
68	0	410478	1
69	0	967117	1
70	0	229212	1
71	0	215338	1
72	0	456794	1
73	0	470758	1
74	0	969940	1
75	0	834990	1
76	0	673498	1
77	0	473418	1
78	0	630178	1
79	0	383324	1
80	0	501089	1
81	0	430793	1
82	0	450714	1
83	0	521119	1
84	0	232656	1
85	0	207593	1
86	0	619786	1
87	0	521738	1
88	0	652201	1
89	0	548206	1
90	0	654380	1
91	0	751956	1
92	0	586959	1
93	0	944370	1
94	0	983606	1
95	0	235843	1
96	0	155538	1
97	0	552876	1
98	0	549121	1
99	0	609423	1
100	0	525783	1
101	0	134579	1
102	0	920720	1
103	0	819942	1
104	0	683423	1
105	0	411733	1
106	0	126250	1
107	0	968245	1
108	0	746529	1
109	0	176485	1
110	0	298895	1
111	0	982360	1
112	0	932167	1
113	0	966910	1
114	0	540318	1
115	0	413353	1
116	0	238480	1
117	0	539134	1
118	0	767140	1
119	0	518487	1
120	0	983037	1
121	0	64379	1
122	0	714090	1
123	0	344852	1
124	0	527780	1
125	0	307345	1
126	0	772568	1
127	0	304892	1
128	0	104499	1
129	0	698508	1
130	0	94963	1
131	0	575987	1
132	0	895485	1
133	0	339844	1
134	0	968200	1
135	0	747080	1
136	0	303457	1
137	0	197194	1
138	0	364374	1
139	0	181285	1
140	0	476478	1
141	0	281247	1
142	0	144094	1
143	0	140497	1
144	0	564160	1
145	0	99928	1
146	0	481987	1
147	0	630073	1
148	0	430769	1
149	0	19514	1
150	0	152729	1
151	0	398589	1
152	0	790770	1
153	0	25658	1
154	0	725728	1
155	0	104642	1
156	0	265907	1
157	0	684194	1
158	0	1001255	1
159	0	633225	1
160	0	306004	1
161	0	490221	1
162	0	40376	1
163	0	959254	1
164	0	640700	1
165	0	471293	1
166	0	434044	1
167	0	327196	1
168	0	730837	1
169	0	136118	1
170	0	137468	1
171	0	665508	1
172	0	259532	1
173	0	24151	1
174	0	817343	1
175	0	20472	1
176	0	635916	1
177	0	901087	1
178	0	199972	1
179	0	565549	1
180	0	31669	1
181	0	792614	1
182	0	332841	1
183	0	215320	1
184	0	1919	1
185	0	607212	1
186	0	882080	1
187	0	688343	1
188	0	184864	1
189	0	847709	1
190	0	599304	1
191	0	405271	1
192	0	18747	1
193	0	427164	1
194	0	250171	1
195	0	862726	1
196	0	763594	1
197	0	263700	1
198	0	272395	1
199	0	95351	1
200	0	520640	1
201	0	69752	1
202	0	937243	1
203	0	61497	1
204	0	310490	1
205	0	324487	1
206	0	84453	1
207	0	115372	1
208	0	294909	1
209	0	225674	1
210	0	609766	1
211	0	758760	1
212	0	994707	1
213	0	642716	1
214	0	520196	1
215	0	883966	1
216	0	272490	1
217	0	387515	1
218	0	838382	1
219	0	181184	1
220	0	304213	1
221	0	511363	1
222	0	667013	1
223	0	568361	1
224	0	139868	1
225	0	903288	1
226	0	229479	1
227	0	952978	1
228	0	722285	1
229	0	176215	1
230	0	233355	1
231	0	267268	1
232	0	852329	1
233	0	415942	1
234	0	579351	1
235	0	418211	1
236	0	404712	1
237	0	271003	1
238	0	455955	1
239	0	740218	1
240	0	884971	1
241	0	715674	1
242	0	968653	1
243	0	681875	1
244	0	668338	1
245	0	814730	1
246	0	580639	1
247	0	788709	1
248	0	327483	1
249	0	972610	1
250	0	972487	1
251	0	391283	1
252	0	125806	1
253	0	809318	1
254	0	421157	1
255	0	318269	1
256	0	735609	1
257	0	607242	1
258	0	894689	1
259	0	986777	1
260	0	474465	1
261	0	403219	1
262	0	874291	1
263	0	743755	1
264	0	642214	1
265	0	25912	1
266	0	292169	1
267	0	384358	1
268	0	26370	1
269	0	403817	1
270	0	706507	1
271	0	171813	1
272	0	160763	1
273	0	21906	1
274	0	160183	1
275	0	222395	1
276	0	421291	1
277	0	431924	1
278	0	402043	1
279	0	93197	1
280	0	99826	1
281	0	744188	1
282	0	508544	1
283	0	347067	1
284	0	978925	1
285	0	787773	1
286	0	659290	1
287	0	136037	1
288	0	400223	1
289	0	902748	1
290	0	184086	1
291	0	346236	1
292	0	325036	1
293	0	928984	1
294	0	179711	1
295	0	1000545	1
296	0	562868	1
297	0	213131	1
298	0	314927	1
299	0	623966	1
300	0	551363	1
301	0	337163	1
302	0	481870	1
303	0	234374	1
304	0	164532	1
305	0	5975	1
306	0	658543	1
307	0	977492	1
308	0	916409	1
309	0	855139	1
310	0	634636	1
311	0	959111	1
312	0	558606	1
313	0	996568	1
314	0	187219	1
315	0	704877	1
316	0	904592	1
317	0	789685	1
318	0	638790	1
319	0	753480	1
320	0	257443	1
321	0	911281	1
322	0	570969	1
323	0	923448	1
324	0	844147	1
325	0	510544	1
326	0	980255	1
327	0	343761	1
328	0	223060	1
329	0	221596	1
330	0	908230	1
331	0	497514	1
332	0	823790	1
333	0	276048	1
334	0	966551	1
335	0	102216	1
336	0	618193	1
337	0	125207	1
338	0	137209	1
339	0	342850	1
340	0	905687	1
341	0	595030	1
342	0	258297	1
343	0	909602	1
344	0	158124	1
345	0	69903	1
346	0	755292	1
347	0	646243	1
348	0	525001	1
349	0	25230	1
350	0	437389	1
351	0	672045	1
352	0	515163	1
353	0	207273	1
354	0	831231	1
355	0	464151	1
356	0	209012	1
357	0	409214	1
358	0	765048	1
359	0	697637	1
360	0	377460	1
361	0	457132	1
362	0	636645	1
363	0	647984	1
364	0	927576	1
365	0	25075	1
366	0	798197	1
367	0	781143	1
368	0	9215	1
369	0	808418	1
370	0	886088	1
371	0	632380	1
372	0	247543	1
373	0	528736	1
374	0	927944	1
375	0	640655	1
376	0	148962	1
377	0	229922	1
378	0	614259	1
379	0	692023	1
380	0	317453	1
381	0	276261	1
382	0	393390	1
383	0	252251	1
384	0	860181	1
385	0	710842	1
386	0	506921	1
387	0	532870	1
388	0	124338	1
389	0	560242	1
390	0	508105	1
391	0	50125	1
392	0	384736	1
393	0	103857	1
394	0	739964	1
395	0	940149	1
396	0	908072	1
397	0	927574	1
398	0	246976	1
399	0	56255	1
400	0	419368	1
401	0	341700	1
402	0	243982	1
403	0	222308	1
404	0	837187	1
405	0	441485	1
406	0	262413	1
407	0	24972	1
408	0	406754	1
409	0	278725	1
410	0	997517	1
411	0	449383	1
412	0	750578	1
413	0	202697	1
414	0	229083	1
415	0	788615	1
416	0	631869	1
417	0	184527	1
418	0	185207	1
419	0	362256	1
420	0	319026	1
421	0	182241	1
422	0	55811	1
423	0	65621	1
424	0	902811	1
425	0	322046	1
426	0	214355	1
427	0	641431	1
428	0	387174	1
429	0	669025	1
430	0	115110	1
431	0	620977	1
432	0	151240	1
433	0	190899	1
434	0	850552	1
435	0	435485	1
436	0	329105	1
437	0	670951	1
438	0	516788	1
439	0	35970	1
440	0	974048	1
441	0	42505	1
442	0	674895	1
443	0	722049	1
444	0	220255	1
445	0	426810	1
446	0	200429	1
447	0	142226	1
448	0	56234	1
449	0	751243	1
450	0	163529	1
451	0	834634	1
452	0	617224	1
453	0	553201	1
454	0	692178	1
455	0	430498	1
456	0	346687	1
457	0	140419	1
458	0	493813	1
459	0	202342	1
460	0	352938	1
461	0	739690	1
462	0	98669	1
463	0	129740	1
464	0	780813	1
465	0	746236	1
466	0	358358	1
467	0	595159	1
468	0	529152	1
469	0	536028	1
470	0	695076	1
471	0	679840	1
472	0	739132	1
473	0	396147	1
474	0	528595	1
475	0	560342	1
476	0	837242	1
477	0	987397	1
478	0	738386	1
479	0	426698	1
480	0	384896	1
481	0	225574	1
482	0	788874	1
483	0	732334	1
484	0	599258	1
485	0	832505	1
486	0	868350	1
487	0	541616	1
488	0	537152	1
489	0	519523	1
490	0	430956	1
491	0	366767	1
492	0	666459	1
493	0	790098	1
494	0	906897	1
495	0	444884	1
496	0	755093	1
497	0	840250	1
498	0	398780	1
499	0	4858	1
500	0	6951	1
501	0	368287	1
502	0	132617	1
503	0	613372	1
504	0	553921	1
505	0	54078	1
506	0	68524	1
507	0	21245	1
508	0	650591	1
509	0	226669	1
510	0	988087	1
511	0	449610	1
512	0	130938	1
513	0	173018	1
514	0	850922	1
515	0	813279	1
516	0	276794	1
517	0	739363	1
518	0	389894	1
519	0	344952	1
520	0	817687	1
521	0	14908	1
522	0	588752	1
523	0	587492	1
524	0	570717	1
525	0	895599	1
526	0	846902	1
527	0	926442	1
528	0	735168	1
529	0	830148	1
530	0	16618	1
531	0	814024	1
532	0	576383	1
